date,registration,cause
"Mar 13, 2014",N113UW,Human factor
"Mar 12, 2014",HK-4921,Human factor
"Mar 3, 2014",EP-FIC,Human factor
"Mar 3, 2014",,Human factor
"Feb 27, 2014",N947MZ,Human factor
"Feb 26, 2014",N483VA,Human factor
"Feb 19, 2014",N811BL,Human factor
"Feb 17, 2014",5Y-HAJ,Human factor
"Feb 16, 2014",9N-ABB,Human factor
"Feb 15, 2014",C-GKPC,Human factor
"Feb 11, 2014",7T-WHM,Human factor
"Feb 4, 2014",ZK-LTE,Human factor
"Feb 3, 2014",N61YP,Human factor
"Feb 3, 2014",N840V,Human factor
"Feb 3, 2014",ZS-CLT,Human factor
"Jan 29, 2014",VH-OFF,Human factor
"Jan 29, 2014",OY-GRI,Human factor
"Jan 28, 2014",HB-IZG,Human factor
"Jan 27, 2014",N350WA,Human factor
"Jan 22, 2014",RA-46473,Human factor
"Jan 18, 2014",XA-UQM,Human factor
"Jan 12, 2014",N452TS,Human factor
"Jan 5, 2014",VT-ESH,Human factor
"Jan 5, 2014",N115WF,Human factor
"Dec 28, 2013",CC-CMM,Human factor
"Dec 26, 2013",12162,Human factor
"Dec 22, 2013",G-BNLL,Human factor
"Dec 17, 2013",N50PM,Human factor
"Dec 4, 2013",EK-74798,Human factor
"Dec 4, 2013",PT-WMY,Human factor
"Dec 3, 2013",N71DF,Human factor
"Dec 2, 2013",N831BC,Human factor
"Nov 30, 2013",NAF-3-642,Human factor
"Nov 29, 2013",N12373,Human factor
"Nov 29, 2013",C9-EMC,Human factor
"Nov 19, 2013",N115KC,Human factor
"Nov 17, 2013",VQ-BBN,Human factor
"Nov 10, 2013",N856JT,Human factor
"Nov 3, 2013",CP-2754,Human factor
"Nov 3, 2013",G-CIAS,Human factor
"Nov 1, 2013",N269JG,Human factor
"Oct 26, 2013",,Human factor
"Oct 19, 2013",OO-NAC,Human factor
"Oct 19, 2013",P2-PXY,Human factor
"Oct 16, 2013",RDPL-34233,Human factor
"Oct 14, 2013",XA-TXM,Human factor
"Oct 10, 2013",9M-MDM,Human factor
"Oct 10, 2013",N4TK,Human factor
"Oct 10, 2013",UR-54853,Human factor
"Oct 6, 2013",N909GD,Human factor
"Oct 4, 2013",N312GC,Human factor
"Oct 3, 2013",5N-BJY,Human factor
"Sep 29, 2013",N194SJ,Human factor
"Sep 24, 2013",N556MB,Human factor
"Sep 19, 2013",N191TP,Human factor
"Sep 18, 2013",RA-33017,Human factor
"Sep 9, 2013",CC-CNW,Human factor
"Sep 4, 2013",N289CW,Human factor
"Sep 4, 2013",N211AS,Human factor
"Aug 27, 2013",N229H,Human factor
"Aug 25, 2013",EK-26818,Human factor
"Aug 25, 2013",N720JF,Human factor
"Aug 22, 2013",C-FSGD,Human factor
"Aug 22, 2013",XC-FEE,Human factor
"Aug 16, 2013",C-GPVB,Human factor
"Aug 14, 2013",N155UP,Human factor
"Aug 9, 2013",N13622,Human factor
"Aug 8, 2013",N850GC,Human factor
"Aug 5, 2013",TF-MYX,Human factor
"Aug 1, 2013",4X-AKV,Human factor
"Jul 22, 2013",N753SW,Human factor
"Jul 6, 2013",HL7742,Human factor
"Jul 5, 2013",XB-RSC,Human factor
"Jul 3, 2013",C-FIZU,Human factor
"Jun 28, 2013",UP-A0190,Human factor
"Jun 25, 2013",N92JR,Human factor
"Jun 25, 2013",HI-892,Human factor
"Jun 20, 2013",N727JA,Human factor
"Jun 19, 2013",HA-MDP,Human factor
"Jun 13, 2013",N613SB,Human factor
"Jun 13, 2013",C6-SBJ,Human factor
"Jun 10, 2013",C-GJSU,Human factor
"Jun 10, 2013",PK-MZO,Human factor
"Jun 8, 2013",N217JP,Human factor
"Jun 7, 2013",N510LD,Human factor
"Jun 4, 2013",N616W,Human factor
"Jun 1, 2013",9N-AHB,Human factor
"May 31, 2013",PK-DGI,Human factor
"May 24, 2013",EX-02015,Human factor
"May 19, 2013",04-3144,Human factor
"May 16, 2013",N421W,Human factor
"May 16, 2013",XY-AIQ,Human factor
"May 16, 2013",9N-ABO,Human factor
"May 15, 2013",RA-31403,Human factor
"May 13, 2013",N22MS,Human factor
"May 10, 2013",YR-LRA,Human factor
"May 2, 2013",N8AS,Human factor
"Apr 28, 2013",PH-HUB,Human factor
"Apr 27, 2013",09-0676,Human factor
"Apr 26, 2013",D-FERY,Human factor
"Apr 13, 2013",PK-LKS,Human factor
"Apr 4, 2013",C6-BGJ,Human factor
"Apr 3, 2013",C-GHKB,Human factor
"Mar 17, 2013",N26DK,Human factor
"Mar 15, 2013",N63CA,Human factor
"Mar 12, 2013",PT-VAQ,Human factor
"Mar 8, 2013",N116AX,Human factor
"Mar 6, 2013",OY-CAG,Human factor
"Mar 6, 2013",OB-1992-P,Human factor
"Mar 4, 2013",9Q-CBD,Human factor
"Mar 4, 2013",VP-CAZ,Human factor
"Feb 24, 2013",N7466D,Human factor
"Feb 20, 2013",N777VG,Human factor
"Feb 13, 2013",UR-WRA,Human factor
"Feb 11, 2013",3X-GGG,Human factor
"Feb 7, 2013",UR-54853,Human factor
"Feb 6, 2013",N555FV,Human factor
"Feb 3, 2013",PP-AJV,Human factor
"Feb 2, 2013",YR-ATS,Human factor
"Jan 29, 2013",UP-CJ006,Human factor
"Jan 23, 2013",C-GKBC,Human factor
"Jan 16, 2013",N68PK,Human factor
"Jan 15, 2013",N1120N,Human factor
"Jan 2, 2013",N3AG,Human factor
"Dec 29, 2012",RA-64047,Human factor
"Dec 25, 2012",UP-72859,Human factor
"Dec 25, 2012",XY-AGC,Human factor
"Dec 24, 2012",N78WM,Human factor
"Dec 22, 2012",C-GFWX,Human factor
"Dec 19, 2012",N499SW,Human factor
"Dec 15, 2012",N93CN,Human factor
"Dec 8, 2012",N297DB,Human factor
"Dec 8, 2012",ZK-EMX,Human factor
"Dec 5, 2012",6840,Human factor
"Dec 2, 2012",N92315,Human factor
"Nov 30, 2012",EK-76300,Human factor
"Nov 28, 2012",N155JD,Human factor
"Nov 25, 2012",ZS-JHN,Human factor
"Nov 21, 2012",RA-26061,Human factor
"Nov 18, 2012",C-GAGP,Human factor
"Nov 17, 2012",C-GWEI,Human factor
"Nov 16, 2012",EI-EAC,Human factor
"Nov 11, 2012",PR-MRG,Human factor
"Nov 10, 2012",N700EM,Human factor
"Nov 6, 2012",PT-MFW,Human factor
"Oct 25, 2012",5N-BMJ,Human factor
"Oct 22, 2012",N821DA,Human factor
"Oct 3, 2012",PK-RWT,Human factor
"Oct 1, 2012",VH-UXG,Human factor
"Sep 30, 2012",N738W,Human factor
"Sep 28, 2012",9N-AHA,Human factor
"Sep 18, 2012",N428JD,Human factor
"Sep 15, 2012",D-CMMM,Human factor
"Sep 12, 2012",RA-28715,Human factor
"Sep 5, 2012",N69924,Human factor
"Aug 31, 2012",AP-BHJ,Human factor
"Aug 30, 2012",B-68801,Human factor
"Aug 25, 2012",N314HA,Human factor
"Aug 24, 2012",HB-FPZ,Human factor
"Aug 24, 2012",PK-IWH,Human factor
"Aug 19, 2012",ST-ARL,Human factor
"Aug 11, 2012",N697Q,Human factor
"Aug 6, 2012",CN-MBR,Human factor
"Aug 2, 2012",EC-IBA,Human factor
"Jul 28, 2012",PR-DOC,Human factor
"Jul 17, 2012",N865AS,Human factor
"Jul 13, 2012",N823GA,Human factor
"Jul 12, 2012",PT-MAB,Human factor
"Jul 3, 2012",PT-OFH,Human factor
"Jul 1, 2012",HA-NAH,Human factor
"Jun 27, 2012",RA-76761,Human factor
"Jun 22, 2012",N508GT,Human factor
"Jun 21, 2012",A-2708,Human factor
"Jun 20, 2012",9Q-CIT,Human factor
"Jun 18, 2012",N826JH,Human factor
"Jun 11, 2012",RA-40312,Human factor
"Jun 7, 2012",N950KA,Human factor
"Jun 7, 2012",N500SW,Human factor
"Jun 3, 2012",N14447,Human factor
"Jun 2, 2012",5N-BJN,Human factor
"May 23, 2012",04 black,Human factor
"May 17, 2012",N617FB,Human factor
"May 14, 2012",9N-AIG,Human factor
"May 13, 2012",C-GCZA,Human factor
"May 9, 2012",97004,Human factor
"May 5, 2012",F-GXES,Human factor
"Apr 28, 2012",3X-GEB,Human factor
"Apr 25, 2012",PK-VVQ,Human factor
"Apr 23, 2012",UR-81515,Human factor
"Apr 23, 2012",YR-BOR,Human factor
"Apr 20, 2012",AP-BKC,Human factor
"Apr 20, 2012",PP-WCA,Human factor
"Apr 19, 2012",N48DL,Human factor
"Apr 6, 2012",N548SF,Human factor
"Apr 3, 2012",N8116L,Human factor
"Apr 2, 2012",VP-BYZ,Human factor
"Mar 29, 2012",ST-NEX,Human factor
"Mar 27, 2012",N1212C,Human factor
"Mar 23, 2012",N21EP,Human factor
"Mar 15, 2012",5630,Human factor
"Mar 15, 2012",N7700T,Human factor
"Mar 15, 2012",N153JR,Human factor
"Mar 13, 2012",N82SF,Human factor
"Mar 1, 2012",N288CX,Human factor
"Mar 1, 2012",CC-CYM,Human factor
"Feb 28, 2012",PT-PTB,Human factor
"Feb 19, 2012",N4772A,Human factor
"Feb 18, 2012",07-0736,Human factor
"Feb 17, 2012",XY-AIT,Human factor
"Feb 12, 2012",N2SA,Human factor
"Feb 10, 2012",D-FALF,Human factor
"Feb 8, 2012",PT-OFD,Human factor
"Jan 27, 2012",N340HF,Human factor
"Jan 24, 2012",EC-JJS,Human factor
"Jan 19, 2012",CC-PLL,Human factor
"Jan 18, 2012",G-BWHF,Human factor
"Jan 16, 2012",N700PS,Human factor
"Jan 13, 2012",N524HW,Human factor
"Jan 10, 2012",C-GOSU,Human factor
"Jan 5, 2012",N104RM,Human factor
"Dec 28, 2011",EX-020,Human factor
"Dec 20, 2011",PK-CKM,Human factor
"Dec 9, 2011",N421SY,Human factor
"Dec 3, 2011",PK-NCZ,Human factor
"Dec 2, 2011",N90QL,Human factor
"Nov 29, 2011",N1673U,Human factor
"Nov 28, 2011",N59773,Human factor
"Nov 23, 2011",N690SM,Human factor
"Nov 23, 2011",PK-VVG,Human factor
"Nov 12, 2011",N531MH,Human factor
"Nov 10, 2011",HB-LOT,Human factor
"Nov 9, 2011",N228CX,Human factor
"Nov 7, 2011",N6314H,Human factor
"Oct 31, 2011",N480JJ,Human factor
"Oct 27, 2011",C-GXRX,Human factor
"Oct 13, 2011",P2-MCJ,Human factor
"Oct 12, 2011",N37SV,Human factor
"Oct 9, 2011",RA-81514,Human factor
"Oct 7, 2011",PT-LJJ,Human factor
"Oct 5, 2011",N70437,Human factor
"Oct 4, 2011",C-GATV,Human factor
"Sep 29, 2011",PK-TLF,Human factor
"Sep 28, 2011",N344KL,Human factor
"Sep 26, 2011",YV136T,Human factor
"Sep 25, 2011",9N-AEK,Human factor
"Sep 23, 2011",N361TT,Human factor
"Sep 22, 2011",C-GARW,Human factor
"Sep 22, 2011",PK-UCE,Human factor
"Sep 17, 2011",N125A,Human factor
"Sep 16, 2011",HC-CEZ,Human factor
"Sep 13, 2011",D-IIWA,Human factor
"Sep 7, 2011",RA-42434,Human factor
"Sep 5, 2011",N850SY,Human factor
"Sep 3, 2011",UR-17739,Human factor
"Sep 2, 2011",N73789,Human factor
"Sep 2, 2011",N207DR,Human factor
"Aug 22, 2011",,Human factor
"Aug 20, 2011",C-GNWN,Human factor
"Aug 14, 2011",ZU-MMI,Human factor
"Aug 14, 2011",ZS-NJX,Human factor
"Aug 13, 2011",N91099,Human factor
"Aug 8, 2011",RA-46561,Human factor
"Jul 30, 2011",9Y-PBM,Human factor
"Jul 26, 2011",CNA-OQ,Human factor
"Jul 17, 2011",EI-SLM,Human factor
"Jul 14, 2011",SP-LFH,Human factor
"Jul 14, 2011",5N-BMM,Human factor
"Jul 11, 2011",8Q-TMD,Human factor
"Jul 9, 2011",N692TT,Human factor
"Jul 8, 2011",9Q-COP,Human factor
"Jul 6, 2011",4K-AZ55,Human factor
"Jul 4, 2011",C-FMCB,Human factor
"Jun 30, 2011",C-GUJX,Human factor
"Jun 20, 2011",RA-65691,Human factor
"Jun 17, 2011",C-GRIS,Human factor
"Jun 13, 2011",N390TH,Human factor
"Jun 12, 2011",N600UA,Human factor
"Jun 1, 2011",N168TT,Human factor
"May 25, 2011",N224MD,Human factor
"May 24, 2011",N364UZ,Human factor
"May 23, 2011",N803AN,Human factor
"May 23, 2011",PT-OSG,Human factor
"May 19, 2011",N1UL,Human factor
"May 16, 2011",N786SR,Human factor
"May 7, 2011",PK-MZK,Human factor
"May 2, 2011",N18R,Human factor
"Apr 11, 2011",N3547C,Human factor
"Apr 10, 2011",N402RC,Human factor
"Apr 8, 2011",N51RF,Human factor
"Mar 29, 2011",N619VH,Human factor
"Mar 28, 2011",N410VE,Human factor
"Mar 16, 2011",N849BM,Human factor
"Mar 8, 2011",N157KM,Human factor
"Mar 5, 2011",61708,Human factor
"Mar 4, 2011",TF-JMB,Human factor
"Feb 27, 2011",N221AG,Human factor
"Feb 23, 2011",N3875C,Human factor
"Feb 22, 2011",YV2402,Human factor
"Feb 14, 2011",HR-AUQ,Human factor
"Feb 12, 2011",PK-ZAI,Human factor
"Feb 10, 2011",EC-ITP,Human factor
"Feb 8, 2011",ZS-GAA,Human factor
"Feb 4, 2011",OD-SKY,Human factor
"Jan 14, 2011",PR-ART,Human factor
"Jan 10, 2011",ZS-SGX,Human factor
"Jan 9, 2011",EP-IRP,Human factor
"Jan 7, 2011",YV1303,Human factor
"Jan 6, 2011",N800GP,Human factor
"Jan 3, 2011",JA701M,Human factor
"Jan 3, 2011",N9001,Human factor
"Dec 20, 2010",N316KW,Human factor
"Dec 19, 2010",D-IAYL,Human factor
"Dec 15, 2010",N571M,Human factor
"Dec 15, 2010",9N-AFX,Human factor
"Dec 8, 2010",CN-TWO,Human factor
"Dec 4, 2010",RA-85744,Human factor
"Dec 3, 2010",C9-AUO,Human factor
"Nov 28, 2010",G-CDYA,Human factor
"Nov 23, 2010",N548C,Human factor
"Nov 19, 2010",G-VUEM,Human factor
"Nov 17, 2010",N25PJ,Human factor
"Nov 11, 2010",ST-ARQ,Human factor
"Nov 5, 2010",N115GS,Human factor
"Nov 4, 2010",F-BVTB,Human factor
"Nov 2, 2010",D-EXTA,Human factor
"Oct 26, 2010",G-FILL,Human factor
"Oct 25, 2010",C-FAFD,Human factor
"Oct 15, 2010",VH-DQP,Human factor
"Oct 12, 2010",5X-TUC,Human factor
"Oct 1, 2010",N262Y,Human factor
"Sep 24, 2010",EI-EDM,Human factor
"Sep 23, 2010",N100PV,Human factor
"Sep 4, 2010",ZK-EUF,Human factor
"Sep 3, 2010",N9942M,Human factor
"Aug 31, 2010",P2-TAA,Human factor
"Aug 25, 2010",SP-FDP,Human factor
"Aug 25, 2010",PR-PSJ,Human factor
"Aug 25, 2010",9Q-CCN,Human factor
"Aug 24, 2010",B-3130,Human factor
"Aug 16, 2010",HK-4682,Human factor
"Aug 13, 2010",LQ-BLU,Human factor
"Aug 11, 2010",N500FV,Human factor
"Aug 9, 2010",N455A,Human factor
"Aug 5, 2010",C-GENG,Human factor
"Aug 3, 2010",RA-46524,Human factor
"Aug 1, 2010",N709RR,Human factor
"Jul 31, 2010",C-FKFY,Human factor
"Jul 28, 2010",00-0173,Human factor
"Jul 28, 2010",RP-C7254,Human factor
"Jul 28, 2010",AP-BJB,Human factor
"Jul 28, 2010",TS-IEA,Human factor
"Jul 27, 2010",N6JR,Human factor
"Jul 27, 2010",D-ALCQ,Human factor
"Jul 23, 2010",N9290Z,Human factor
"Jul 22, 2010",N601AT,Human factor
"Jul 19, 2010",N882X,Human factor
"Jul 18, 2010",N5800H,Human factor
"Jul 16, 2010",C-GAXL,Human factor
"Jul 15, 2010",YU-BSG,Human factor
"Jul 6, 2010",VH-YBH,Human factor
"Jul 4, 2010",N31AS,Human factor
"Jun 27, 2010",N9RW,Human factor
"Jun 24, 2010",UP-A0161,Human factor
"Jun 23, 2010",N430LA,Human factor
"Jun 23, 2010",C-FGIN,Human factor
"Jun 15, 2010",VH-PGW,Human factor
"Jun 13, 2010",ZS-ZOC,Human factor
"Jun 12, 2010",ENBV-0063,Human factor
"Jun 10, 2010",N121HJ,Human factor
"Jun 7, 2010",N7022D,Human factor
"Jun 4, 2010",S9-BAT,Human factor
"May 26, 2010",C-FZSD,Human factor
"May 22, 2010",VT-AXV,Human factor
"May 19, 2010",PT-GKQ,Human factor
"May 17, 2010",YA-PIS,Human factor
"May 16, 2010",XB-LTH,Human factor
"May 12, 2010",5A-ONG,Human factor
"May 6, 2010",XV304,Human factor
"May 5, 2010",FAC-1173,Human factor
"May 2, 2010",N135CC,Human factor
"Apr 27, 2010",F-GLIF,Human factor
"Apr 13, 2010",XA-TUE,Human factor
"Apr 13, 2010",PK-MDE,Human factor
"Apr 10, 2010",101,Human factor
"Mar 22, 2010",VH-ANB,Human factor
"Mar 22, 2010",RA-64011,Human factor
"Mar 15, 2010",N663SA,Human factor
"Mar 4, 2010",N9305T,Human factor
"Mar 4, 2010",5Y-BRN,Human factor
"Mar 1, 2010",N700ZR,Human factor
"Mar 1, 2010",CC-PGY,Human factor
"Feb 21, 2010",N350WF,Human factor
"Feb 14, 2010",OK-ACH,Human factor
"Feb 12, 2010",N250TT,Human factor
"Feb 2, 2010",D-IAWF,Human factor
"Jan 25, 2010",ET-ANB,Human factor
"Jan 24, 2010",RA-85787,Human factor
"Jan 23, 2010",N222AQ,Human factor
"Jan 19, 2010",N586BC,Human factor
"Jan 18, 2010",N2217B,Human factor
"Jan 18, 2010",N80HH,Human factor
"Jan 15, 2010",N95RS,Human factor
"Jan 15, 2010",HB-GPL,Human factor
"Jan 8, 2010",XA-PCC,Human factor
"Jan 7, 2010",C6-SBE,Human factor
"Jan 4, 2010",ST-AQQ,Human factor
"Dec 22, 2009",N977AN,Human factor
"Dec 13, 2009",N850MT,Human factor
"Dec 13, 2009",RA-0257G,Human factor
"Dec 9, 2009",C-GPBA,Human factor
"Dec 7, 2009",D-IDVK,Human factor
"Dec 7, 2009",N600YE,Human factor
"Dec 5, 2009",HK-4324-G,Human factor
"Nov 28, 2009",Z-BAV,Human factor
"Nov 19, 2009",N355PH,Human factor
"Nov 15, 2009",ZS-OTU,Human factor
"Nov 14, 2009",N3823,Human factor
"Nov 12, 2009",5Y-JLD,Human factor
"Nov 10, 2009",VT-KAC,Human factor
"Nov 9, 2009",N337MT,Human factor
"Nov 9, 2009",5Y-VVQ,Human factor
"Nov 2, 2009",84-0094,Human factor
"Nov 2, 2009",P-4202,Human factor
"Nov 1, 2009",RF-76801,Human factor
"Oct 29, 2009",1705,Human factor
"Oct 26, 2009",RA-02807,Human factor
"Oct 17, 2009",RP-C550,Human factor
"Oct 16, 2009",PH-RUL,Human factor
"Oct 13, 2009",J5-GGU,Human factor
"Oct 13, 2009",78-23135,Human factor
"Oct 12, 2009",PP-AFM,Human factor
"Oct 9, 2009",YV1769,Human factor
"Oct 6, 2009",ST-AUS,Human factor
"Oct 6, 2009",N2TX,Human factor
"Oct 3, 2009",N797SB,Human factor
"Sep 16, 2009",N726CB,Human factor
"Sep 15, 2009",YV1451,Human factor
"Aug 31, 2009",UK-46658,Human factor
"Aug 27, 2009",T-906,Human factor
"Aug 16, 2009",YV212T,Human factor
"Aug 14, 2009",F-BTME,Human factor
"Aug 13, 2009",N99BE,Human factor
"Aug 11, 2009",P2-MCB,Human factor
"Aug 2, 2009",PK-NVC,Human factor
"Jul 25, 2009",UP-I6208,Human factor
"Jun 30, 2009",7O-ADJ,Human factor
"Jun 29, 2009",PK-BRO,Human factor
"Jun 26, 2009",HK-4094,Human factor
"Jun 25, 2009",RP-C8892,Human factor
"Jun 23, 2009",EC-IPG,Human factor
"Jun 7, 2009",N915RC,Human factor
"Jun 7, 2009",C-FJJR,Human factor
"Jun 6, 2009",HC-BRD,Human factor
"Jun 6, 2009",XY-ADW,Human factor
"Jun 2, 2009",8Q-MAG,Human factor
"Jun 1, 2009",F-GZCP,Human factor
"May 25, 2009",N73U,Human factor
"May 22, 2009",PR-MOZ,Human factor
"May 20, 2009",A-1325,Human factor
"May 8, 2009",HZ-APW,Human factor
"May 6, 2009",N139WA,Human factor
"Apr 30, 2009",RF-00842,Human factor
"Apr 25, 2009",N442NA,Human factor
"Apr 17, 2009",YV1181,Human factor
"Apr 17, 2009",PK-LTJ,Human factor
"Apr 9, 2009",PK-BRD,Human factor
"Apr 2, 2009",RP-C764,Human factor
"Mar 31, 2009",1007,Human factor
"Mar 23, 2009",N526FE,Human factor
"Mar 22, 2009",N128CM,Human factor
"Mar 19, 2009",AEE-101,Human factor
"Mar 9, 2009",PK-LIL,Human factor
"Mar 1, 2009",YV2129,Human factor
"Feb 20, 2009",N5342G,Human factor
"Feb 20, 2009",S9-SVN,Human factor
"Feb 19, 2009",N41185,Human factor
"Feb 12, 2009",N200WQ,Human factor
"Feb 12, 2009",VP-BAF,Human factor
"Feb 7, 2009",I-FEEV,Human factor
"Feb 4, 2009",C-FCCE,Human factor
"Feb 4, 2009",N834TP,Human factor
"Jan 27, 2009",N902FX,Human factor
"Jan 21, 2009",A2-AHV,Human factor
"Jan 19, 2009",D-IDIA,Human factor
"Jan 16, 2009",C-GNAA,Human factor
"Jan 16, 2009",YR-TIG,Human factor
"Jan 15, 2009",RA-76825,Human factor
"Jan 11, 2009",N604WP,Human factor
"Jan 11, 2009",RP-C8893,Human factor
"Jan 3, 2009",N279AJ,Human factor
"Dec 23, 2008",N20NL,Human factor
"Dec 22, 2008",N46SB,Human factor
"Dec 20, 2008",N18611,Human factor
"Dec 19, 2008",YJ-RV2,Human factor
"Dec 16, 2008",N4504B,Human factor
"Dec 14, 2008",N43KM,Human factor
"Dec 14, 2008",N403HP,Human factor
"Dec 13, 2008",C-FYEV,Human factor
"Dec 9, 2008",N452MA,Human factor
"Dec 7, 2008",XC-LGD,Human factor
"Dec 3, 2008",HK-1697,Human factor
"Dec 3, 2008",N318WA,Human factor
"Dec 1, 2008",N9095K,Human factor
"Nov 27, 2008",D-AXLA,Human factor
"Nov 27, 2008",C-FNAY,Human factor
"Nov 23, 2008",PT-OSR,Human factor
"Nov 22, 2008",N67TE,Human factor
"Nov 16, 2008",C-FPCK,Human factor
"Nov 7, 2008",VH-OPC,Human factor
"Nov 7, 2008",N681KW,Human factor
"Nov 6, 2008",PK-TXL,Human factor
"Nov 4, 2008",XC-VMC,Human factor
"Nov 1, 2008",ZS-PCM,Human factor
"Oct 29, 2008",VT-EHY,Human factor
"Oct 27, 2008",OO-CBA,Human factor
"Oct 17, 2008",XC-HAQ,Human factor
"Oct 8, 2008",9N-AFE,Human factor
"Oct 5, 2008",ZS-OSD,Human factor
"Oct 1, 2008",EI-DON,Human factor
"Sep 29, 2008",N606SL,Human factor
"Sep 26, 2008",N770CA,Human factor
"Sep 22, 2008",HC-CDT,Human factor
"Sep 21, 2008",ZK-JPP,Human factor
"Sep 21, 2008",,Human factor
"Sep 18, 2008",4L-MJX,Human factor
"Sep 18, 2008",N97TS,Human factor
"Sep 14, 2008",N7560Q,Human factor
"Sep 14, 2008",VP-BKO,Human factor
"Sep 1, 2008",ZS-OLD,Human factor
"Sep 1, 2008",N587X,Human factor
"Aug 31, 2008",N397RA,Human factor
"Aug 30, 2008",YV102T,Human factor
"Aug 20, 2008",EC-HFP,Human factor
"Aug 17, 2008",G-EYES,Human factor
"Aug 16, 2008",YL-CCX,Human factor
"Aug 13, 2008",5Y-BVF,Human factor
"Aug 9, 2008",PK-RCZ,Human factor
"Aug 3, 2008",N827DP,Human factor
"Aug 3, 2008",C-GPCD,Human factor
"Jul 31, 2008",N818MV,Human factor
"Jul 30, 2008",N333MY,Human factor
"Jul 16, 2008",N441HK,Human factor
"Jul 15, 2008",N484RJ,Human factor
"Jul 15, 2008",PT-WHF,Human factor
"Jul 14, 2008",5N-BIG,Human factor
"Jul 14, 2008",8Q-MAS,Human factor
"Jul 6, 2008",N199US,Human factor
"Jul 2, 2008",YV-1165,Human factor
"Jul 2, 2008",947,Human factor
"Jun 30, 2008",ST-WTB,Human factor
"Jun 26, 2008",A-2106,Human factor
"Jun 24, 2008",N411JT,Human factor
"Jun 21, 2008",HA-MBC,Human factor
"Jun 20, 2008",LN-SFT,Human factor
"Jun 18, 2008",N656WA,Human factor
"Jun 10, 2008",ST-ATN,Human factor
"Jun 7, 2008",CC-CTR,Human factor
"Jun 7, 2008",RA-68068,Human factor
"Jun 3, 2008",N849MA,Human factor
"Jun 1, 2008",F-GJHZ,Human factor
"May 30, 2008",EI-TAF,Human factor
"May 23, 2008",N195GA,Human factor
"Apr 26, 2008",ZK-DZC,Human factor
"Apr 25, 2008",C-FRJE,Human factor
"Apr 23, 2008",D-EPOE,Human factor
"Apr 21, 2008",PT-OCV,Human factor
"Apr 11, 2008",ST-AZL,Human factor
"Apr 9, 2008",VH-OZA,Human factor
"Apr 9, 2008",N741,Human factor
"Apr 3, 2008",5H-AWK,Human factor
"Mar 31, 2008",PT-VCI,Human factor
"Mar 19, 2008",D-CTOB,Human factor
"Mar 19, 2008",VT-RAL,Human factor
"Mar 15, 2008",5N-JAH,Human factor
"Feb 29, 2008",RA-43990,Human factor
"Feb 22, 2008",N305PC,Human factor
"Feb 21, 2008",YV1449,Human factor
"Feb 16, 2008",N41LP,Human factor
"Feb 2, 2008",TC-MBG,Human factor
"Feb 2, 2008",VP-AAG,Human factor
"Feb 2, 2008",N354TJ,Human factor
"Feb 2, 2008",N527MC,Human factor
"Feb 1, 2008",N102PT,Human factor
"Feb 1, 2008",N57WR,Human factor
"Feb 1, 2008",CP-2429,Human factor
"Jan 29, 2008",N21A,Human factor
"Jan 26, 2008",PK-VSE,Human factor
"Jan 23, 2008",019,Human factor
"Jan 19, 2008",D2-FFK,Human factor
"Jan 18, 2008",N169CA,Human factor
"Jan 16, 2008",N712AT,Human factor
"Jan 14, 2008",N410UB,Human factor
"Jan 12, 2008",N2637Y,Human factor
"Jan 11, 2008",HA-MKK,Human factor
"Jan 2, 2008",EP-IDB,Human factor
"Dec 30, 2007",YR-BGC,Human factor
"Dec 26, 2007",D-ARWE,Human factor
"Dec 18, 2007",N5187B,Human factor
"Dec 10, 2007",N925TT,Human factor
"Dec 9, 2007",D-IBDH,Human factor
"Dec 5, 2007",N28MG,Human factor
"Dec 4, 2007",N105PP,Human factor
"Nov 30, 2007",TC-AKM,Human factor
"Nov 15, 2007",F-WWCJ,Human factor
"Nov 15, 2007",JA5257,Human factor
"Nov 11, 2007",C-GXPR,Human factor
"Nov 10, 2007",ZK-EGV,Human factor
"Nov 9, 2007",EC-JOH,Human factor
"Nov 9, 2007",N6895Z,Human factor
"Nov 6, 2007",N30GC,Human factor
"Nov 6, 2007",N5049Q,Human factor
"Nov 4, 2007",PT-OVC,Human factor
"Nov 1, 2007",PK-RIL,Human factor
"Oct 31, 2007",HP-1541PST,Human factor
"Oct 27, 2007",N697MC,Human factor
"Oct 26, 2007",RP-C3224,Human factor
"Oct 25, 2007",C-FNIF,Human factor
"Oct 17, 2007",N31MC,Human factor
"Oct 8, 2007",HK-4055,Human factor
"Oct 7, 2007",XB-KKU,Human factor
"Oct 7, 2007",N430A,Human factor
"Oct 5, 2007",PK-PNZ,Human factor
"Oct 4, 2007",N590GM,Human factor
"Sep 26, 2007",ZS-SSD,Human factor
"Sep 24, 2007",N987SA,Human factor
"Sep 21, 2007",N123MD,Human factor
"Sep 19, 2007",N10TM,Human factor
"Sep 17, 2007",PT-OOH,Human factor
"Sep 16, 2007",HS-OMG,Human factor
"Sep 14, 2007",N100G,Human factor
"Sep 11, 2007",HH-CAW,Human factor
"Sep 8, 2007",VT-JOY,Human factor
"Aug 22, 2007",PT-SDB,Human factor
"Aug 16, 2007",N345KA,Human factor
"Aug 16, 2007",VH-XMN,Human factor
"Aug 6, 2007",N35CX,Human factor
"Aug 5, 2007",N369CD,Human factor
