date,category,type,operator,yom,engine,engine_model,flight_phase,flight_type,site,location,country,region,latitude,longitude,aircraft_damage,occupants,fatalities,other_fatalities,cause
1992-11-02,Accident,Douglas C-47 Skytrain (DC-3),Transportes Aéreos San Jorge,1943,Multi Piston Engines,Pratt & Whitney R-1830-92,Takeoff (climb),Test,Airport (less than 10 km from airport),"San Juan Ranch, Beni",Bolivia,South America,-17.0568696,-64.9912286,Destroyed,3,0,0,Technical failure
1992-11-03,Accident,De Havilland DHC-3 Otter,Ketchikan Air Service,1956,1 Turboprop engine,Unknown,Takeoff (climb),Ferry,Airport (less than 10 km from airport),"Patriot Hills Base Camp, All Antarctica",Antarctica,Antarctica,-72.8438691,0.0,Destroyed,0,0,0,Unknown
1992-11-06,Accident,Douglas DC-7,Aerochago Airlines,1956,Multi Piston Engines,Wright R-3350-93,Takeoff (climb),Cargo,"Lake, Sea, Ocean, River","Fort Lauderdale-Hollywood, Florida",United States of America,North America,26.072017000000002,-80.15099673135214,Destroyed,5,0,0,Other causes
1992-11-06,Unknown,Cessna 207 Skywagon/Stationair,Harbor Air Service,1975,Unknown,Unknown,Flight,Charter/Taxi (Non Scheduled Revenue Flight),Mountains,"Montague Island, Alaska",United States of America,North America,60.0722093,-147.39883179461464,Unknown,2,2,0,Human factor
1992-11-07,Accident,Rockwell Sabreliner 60,Halford R. Price,1969,Multi Jet Engines,Pratt & Whitney JT12A-8 Turbo Wasp,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Phoenix-Sky Harbor, Arizona",United States of America,North America,33.43284865,-112.00679145657891,Destroyed,8,0,0,Human factor
1992-11-08,Unknown,Cessna 402,Baker Aviation,1982,Unknown,Unknown,Flight,Scheduled Revenue Flight,Mountains,"Kiana, Alaska",United States of America,North America,66.9721715,-160.4388711,Unknown,3,3,0,Human factor
1992-11-11,Accident,Antonov AN-22,Russian Air Force - Voyenno-vozdushnye sily Rossii,1975,Multi Turboprop Engines,Kuznetsov NK-12MA,Takeoff (climb),Military,Airport (less than 10 km from airport),"Tver-Migalovo AFB, Tver oblast",Russia,Asia,64.6863136,97.7453061,Destroyed,33,33,0,Other causes
1992-11-11,Unknown,Britten-Norman Islander,Aviatia Utilitara,1978,Multi Piston Engines,Unknown,Flight,Survey / Patrol / Reconnaissance,Airport (less than 10 km from airport),"Tulcea, Tulcea",Romania,Europe,45.177518,28.8016348,Destroyed,0,0,0,Unknown
1992-11-12,Accident,Swearingen SA227 Metro III,Aerodinos,1981,Multi Turboprop Engines,Garrett TPE331,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Trinidad, Beni",Bolivia,South America,-14.8349438,-64.9044936,Destroyed,16,0,0,Unknown
1992-11-12,Accident,Beechcraft C-12 Huron,United States Army,1985,Unknown,Unknown,Flight,Military,Mountains,"Mt Chilkat, Alaska",United States of America,North America,58.40947810626094,-134.75722540951404,Destroyed,8,8,0,Human factor
1992-11-13,Unknown,Piper PA-31-350 Navajo Chieftain,Provincial Airlines,1977,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Fredericton, New Brunswick",Canada,North America,45.963233,-66.6432356,Unknown,2,0,0,Unknown
1992-11-14,Accident,Yakovlev Yak-40,Vietnam Airlines,1976,Multi Jet Engines,Ivchenko AI-25,Landing (descent or approach),Scheduled Revenue Flight,Mountains,"Sơn Trung, Khánh Hòa Province",Vietnam,Asia,15.9266657,107.9650855,Destroyed,31,30,0,Human factor
1992-11-15,Accident,Ilyushin II-18,Aerocaribbean,1967,Multi Turboprop Engines,Unknown,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Mountains,"Puerto Plata, Puerto Plata",Dominican Republic,Central America,19.7891616,-70.6926181,Destroyed,34,34,0,Human factor
1992-11-19,Unknown,Cessna 207 Skywagon/Stationair,Wilderness Aviation,1978,Unknown,Unknown,Flight,Charter/Taxi (Non Scheduled Revenue Flight),Mountains,"Elk City, Idaho",United States of America,North America,45.8268527,-115.4367941,Unknown,3,3,0,Human factor
1992-11-20,Unknown,Mitsubishi MU-2 Marquise,Muhl Air,1973,Unknown,Unknown,Takeoff (climb),Executive/Corporate/Business,Airport (less than 10 km from airport),"Broomfield-Rocky Mountain Metropolitan, Colorado",United States of America,North America,39.7837304,-100.445882,Unknown,4,0,0,Human factor
1992-11-20,Accident,Boeing 737-200,Aerolineas Argentinas,1970,Multi Jet Engines,Pratt & Whitney JT8D-9A,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"San Luis, San Luis",Argentina,South America,-33.3020736,-66.3369577,Destroyed,113,0,0,Technical failure
1992-11-21,Unknown,Beechcraft 60 Duke,James D. Huber,1973,Unknown,Unknown,Flight,Private,Mountains,"Snoqualmie Pass, Washington",United States of America,North America,47.398412699999994,-121.41436584846369,Unknown,6,6,0,Human factor
1992-11-21,Unknown,Antonov AN-24,Yugavia,1969,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Krasnodar, Krasnodar Krai",Russia,Asia,45.0351532,38.9772396,Unknown,20,0,0,Human factor
1992-11-22,Unknown,Cessna 421C Golden Eagle III,Farroll Equipment Company,1976,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Santa Maria, California",United States of America,North America,34.9531295,-120.435857,Unknown,3,0,0,Technical failure
1992-11-24,Accident,Boeing 737-300,China Southern Airlines,1991,Multi Jet Engines,CFMI CFM56-3B1,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Mountains,"Guilin, Guangxi",China,Asia,25.2779894,110.2910622,Destroyed,141,141,0,Human factor
1992-11-25,Accident,Boeing 707,DAS Air Cargo - Dairo Air Services,1964,Multi Jet Engines,Pratt & Whitney JT3D-3B (HK),Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"Kano, Kano",Nigeria,Africa,11.9939978,8.5219738,Destroyed,4,0,0,Human factor
1992-11-26,Accident,Boeing 707,AeroBrasil Cargo,1967,Multi Jet Engines,Pratt & Whitney JT3D-3B (HK),Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"Manaus-Eduardo Gomes, Amazonas",Brazil,South America,-3.0356560999999997,-60.045967518962264,Destroyed,4,0,0,Human factor
1992-11-26,Unknown,Cessna 404 Titan,Tucson Air,1977,Unknown,Unknown,Landing (descent or approach),Training,Airport (less than 10 km from airport),"Davis-Monthan AFB, Arizona",United States of America,North America,32.17079565,-110.86990239630313,Unknown,1,0,0,Human factor
1992-11-27,Accident,Lockheed L-1329 JetStar,Aerospace Finance Leasing,1961,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Southampton, Hampshire",United Kingdom,Europe,42.2294201,-72.7296262,Substantial,7,0,0,Weather
1992-11-29,Unknown,Piper PA-31-310 Navajo,Transportes Aéreos San Rafael,1973,Unknown,Unknown,Takeoff (climb),Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Chaitén, Región de Los Lagos",Chile,South America,-42.9165335,-72.7084192,Unknown,8,8,0,Unknown
1992-11-30,Unknown,Lockheed C-141 Starlifter,United States Air Force - USAF (since 1947),1965,Unknown,Unknown,Flight,Refuelling,"Plain, Valley","Harlem, Montana",United States of America,North America,48.532501,-108.784903,Unknown,7,7,0,Unknown
1992-11-30,Unknown,Lockheed C-141 Starlifter,United States Air Force - USAF (since 1947),1966,Unknown,Unknown,Flight,Refuelling,"Plain, Valley","Harlem, Montana",United States of America,North America,48.532501,-108.784903,Unknown,6,6,0,Unknown
1992-12-01,Accident,Canadair CL-44,Tradewinds Airlines,1961,Multi Turboprop Engines,Rolls-Royce Tyne 515-10,Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"Aguadilla-Rafael Hernández, All Puerto Rico",Puerto Rico,Central America,18.2247706,-66.4858295,Destroyed,4,0,0,Weather
1992-12-01,Accident,Cessna 550 Citation II,TAM Brasil - Taxi Aéreo Marilia - Transportes Aéreos Regionais,1986,Multi Jet Engines,Pratt & Whitney Canada JT15D-4B,Landing (descent or approach),Training,Airport (less than 10 km from airport),"São Paulo-Congonhas, São Paulo",Brazil,South America,-23.62741465,-46.65556099749749,Destroyed,4,0,0,Human factor
1992-12-02,Unknown,Cessna 207 Skywagon/Stationair,Berliner Spezialflug - BZF,1969,Unknown,Unknown,Flight,Survey / Patrol / Reconnaissance,"Plain, Valley","Perleberg, Brandenburg",Germany,Europe,53.075548,11.821201582869632,Unknown,2,2,0,Unknown
1992-12-03,Unknown,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Sigtuna Aero,1988,Unknown,Unknown,Takeoff (climb),Charter/Taxi (Non Scheduled Revenue Flight),City,"Stockholm-Bromma, Uppland",Sweden,Europe,59.6749712,14.5208584,Unknown,3,3,0,Weather
1992-12-05,Accident,Tupolev TU-154,Aeroflot - Russian International Airlines,1975,Multi Jet Engines,Kuznetsov NK-8-2U,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Yerevan-Zvartnots, Armavir",Armenia,Asia,40.7696272,44.6736646,Destroyed,154,0,0,Human factor
1992-12-05,Accident,Harbin Yunsunji Y-12,MIAT Mongolian Airlines - Mongolyn Irgeniy Agaaryn Teever,1992,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-27,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Choibalsan, Dornod",Mongolia,Asia,48.0688183,114.5241352,Destroyed,0,0,0,Unknown
1992-12-08,Accident,De Havilland DHC-6 Twin Otter,Trigana Air Service,1967,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-20,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"Pogapa, Special Region of Papua",Indonesia,Asia,-2.4833826,117.8902853,Destroyed,2,0,0,Human factor
1992-12-09,Accident,Britten-Norman Islander,Aero Sudpacífico,1978,Multi Piston Engines,Unknown,Takeoff (climb),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Uruapan-General Ignacio López Rayón, Michoacán",Mexico,Central America,23.6585116,-102.0077097,Destroyed,9,9,0,Technical failure
1992-12-10,Accident,Volpar Turboliner 18,Connie Kalitta Services,1951,Multi Turboprop Engines,Garrett TPE331-1-101,Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"Baltimore, Maryland",United States of America,North America,39.2908816,-76.610759,Destroyed,1,1,0,Other causes
1992-12-10,Unknown,Socata TBM-700,Socata,1991,Unknown,Unknown,Landing (descent or approach),Demonstration,Airport (less than 10 km from airport),"Oxford-Kidlington, Oxfordshire",United Kingdom,Europe,51.83679595,-1.321441180975572,Unknown,6,0,0,Human factor
1992-12-10,Unknown,Cessna 425 Conquest,Ek-Pack Folien,1981,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Leutkirch-Unterzeil, Baden-Württemberg",Germany,Europe,47.85778715,10.00984593408366,Unknown,4,4,0,Unknown
1992-12-10,Accident,Rockwell Sabreliner 75,Ecuadorian Air Force - Fuerza Aérea Ecuatoriana,1975,Unknown,General Electric CF700,Landing (descent or approach),Military,City,"Quito-Mariscal Sucre (City), Pichincha",Ecuador,South America,-1.3397668,-79.3666965,Destroyed,10,10,3,Human factor
1992-12-12,Unknown,PZL-Mielec AN-2,Yugavia,1984,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Maykop, Republic of Adygea",Russia,Asia,44.6062079,40.104053,Unknown,3,3,0,Technical failure
1992-12-12,Unknown,Cessna 421C Golden Eagle III,Arthur B. Higgins,1968,Unknown,Unknown,Flight,Private,"Plain, Valley","Wilsonville, Oregon",United States of America,North America,45.3099218,-122.76816,Unknown,2,2,0,Unknown
1992-12-13,Accident,Fokker F27 Friendship,Scibe-Airlift Zaïre,1983,Multi Turboprop Engines,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Mountains,"Goma, Nord-Kivu",Democratic Republic of Congo,Africa,-1.6665685,29.225652,Destroyed,37,37,0,Human factor
1992-12-13,Unknown,Cessna 402,Dwyer Air,1973,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Cedar Rapids, Iowa",United States of America,North America,41.9758872,-91.6704053,Unknown,7,0,0,Human factor
1992-12-14,Unknown,Piper PA-31-310 Navajo,Timothy W. Eksted,1974,Unknown,Unknown,Flight,Private,"Lake, Sea, Ocean, River","Oceanside, California",United States of America,North America,33.1958696,-117.379483,Unknown,2,2,0,Unknown
1992-12-15,Accident,Britten-Norman Islander,Milne Bay Air - MBA,1970,Multi Piston Engines,Unknown,Flight,Scheduled Revenue Flight,Mountains,"Alotau, Milne Bay",Papua New Guinea,Oceania,-10.3060931,150.4464005,Destroyed,6,6,0,Human factor
1992-12-15,Accident,Britten-Norman Islander,Hong Kong Government,1970,Multi Piston Engines,Unknown,Flight,Training,"Lake, Sea, Ocean, River","Hong Kong, Hong Kong",China,Asia,22.2793278,114.1628131,Destroyed,2,0,0,Technical failure
1992-12-15,Accident,Volpar Turboliner 18,Mohican Air Service,1970,Multi Turboprop Engines,Garrett TPE331,Takeoff (climb),Positioning,Airport (less than 10 km from airport),"Cleveland-Hopkins, Ohio",United States of America,North America,41.40645365,-81.85110103836394,Destroyed,1,1,0,Human factor
1992-12-15,Unknown,Cessna 414 Chancellor,AL Aviation Leasing,1979,Unknown,Unknown,Takeoff (climb),Positioning,Airport (less than 10 km from airport),"Wels, Upper Austria",Austria,Europe,48.1565472,14.0243752,Unknown,3,3,0,Human factor
1992-12-15,Unknown,Grumman G-21A Goose,Provo Air Charter,1944,Unknown,Unknown,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),"Lake, Sea, Ocean, River","Turks and Caicos Islands, All Turks and Caicos Islands",Turks and Caicos Islands,Central America,21.721746,-71.5527809,Unknown,4,0,0,Unknown
1992-12-17,Unknown,Cessna 421C Golden Eagle III,Ernst Rüdiger Voggenreiter,1976,Unknown,Unknown,Takeoff (climb),Private,Airport (less than 10 km from airport),"Hamburg-Helmut-Schmidt (Fuhlsbüttel), Hamburg",Germany,Europe,53.63636215,9.994550134684175,Unknown,1,1,0,Unknown
1992-12-18,Accident,Britten-Norman Islander,Philippine Air Force - Hukbong Himpapawid NG Pilipinas,1977,Multi Piston Engines,Unknown,Flight,Military,"Lake, Sea, Ocean, River","Zamboanga City, Zamboanga Sibugay",Philippines,Asia,7.783850572975832,122.58863779113878,Destroyed,4,0,0,Unknown
1992-12-18,Accident,Dassault Falcon 10,Manchester Group,1975,Multi Jet Engines,Garrett TFE731-2-1C,Takeoff (climb),Private,Airport (less than 10 km from airport),"McCall, Idaho",United States of America,North America,44.9110458,-116.098281,Destroyed,4,0,0,Human factor
1992-12-18,Accident,Cessna 550 Citation II,U.S. Department of Energy,1981,Multi Jet Engines,Pratt & Whitney Canada JT15D-4,Landing (descent or approach),Government,Airport (less than 10 km from airport),"Billings-Logan, Montana",United States of America,North America,45.809234849999996,-108.54767517885944,Destroyed,8,8,0,Human factor
1992-12-19,Unknown,Beechcraft 65 Queen Air,William J. Edwards,1965,Unknown,Unknown,Takeoff (climb),Private,"Plain, Valley","Orlando, Florida",United States of America,North America,28.5421109,-81.3790304,Unknown,5,5,0,Human factor
1992-12-21,Accident,Douglas DC-10,Martinair,1975,Multi Jet Engines,General Electric CF6-50C,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Faro, Algarve",Portugal,Europe,37.2303635,-8.627351585983046,Destroyed,340,56,0,Human factor
1992-12-22,Unknown,Rockwell Gulfstream 690C Jetprop 840,Casper Air Service,1981,Unknown,Unknown,Landing (descent or approach),Cargo,Mountains,"Golden, Colorado",United States of America,North America,39.7546349,-105.22058,Unknown,1,1,0,Weather
1992-12-22,Accident,Boeing 727-200,Libyan Arab Airlines,1975,Multi Jet Engines,P&W JT8D-15,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Tripoli, Tripoli (طرابلس)",Libya,Africa,32.896672,13.1777923,Destroyed,157,157,0,Human factor
1992-12-25,Unknown,Rockwell Grand Commander 680,Corporate Air - USA,1968,Unknown,Unknown,Flight,Cargo,Mountains,"Lester, Washington",United States of America,North America,47.2089192,-121.490064,Unknown,1,1,0,Unknown
1992-12-27,Unknown,Beechcraft 90 King Air,Atlantique Air Assistance,1977,Unknown,Unknown,Takeoff (climb),Ambulance,Airport (less than 10 km from airport),"Nantes, Loire-Atlantique",France,Europe,47.2186371,-1.5541362,Unknown,2,0,0,Technical failure
1992-12-31,Unknown,De Havilland DHC-6 Twin Otter,Líneas Aéreas del Estado - LADE,1968,Unknown,Unknown,Takeoff (climb),Military,Airport (less than 10 km from airport),"Sierra Grande, Río Negro",Argentina,South America,-41.605351,-65.3568775,Unknown,0,0,0,Weather
1992-12-31,Unknown,Rockwell Grand Commander 690,Medic Air,1977,Unknown,Unknown,Flight,Ambulance,Mountains,"Herlong, California",United States of America,North America,40.1435142,-120.134651,Unknown,2,2,0,Weather
1993-01-02,Accident,Saab 340,Express Airlines,1989,Multi Turboprop Engines,General Electric CT7,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Hibbing-Range (Chisholm), Minnesota",United States of America,North America,47.38500865,-92.83874877590284,Substantial,31,0,0,Human factor
1993-01-02,Unknown,Dornier DO228,Indian Coast Guard (Bharatiya Tatrakshak),1988,Unknown,Unknown,Flight,Survey / Patrol / Reconnaissance,"Lake, Sea, Ocean, River","Paradip, Odisha (Orissa)",India,Asia,20.286946049999997,86.67399790661415,Unknown,6,4,0,Unknown
1993-01-02,Unknown,Piper PA-31-350 Navajo Chieftain,Chartercraft Leasing & Sales,1982,Unknown,Unknown,Landing (descent or approach),Positioning,Airport (less than 10 km from airport),"South Bimini, Bimini",Bahamas,Central America,25.7032538,-79.27334488891283,Unknown,1,0,0,Unknown
1993-01-05,Unknown,Mitsubishi MU-2 Marquise,Bering Air,1973,Unknown,Unknown,Landing (descent or approach),Positioning,Airport (less than 10 km from airport),"Nome, Alaska",United States of America,North America,64.4975098,-165.4061701,Unknown,1,0,0,Human factor
1993-01-06,Accident,De Havilland DHC-8-300 (Dash-8),Lufthansa Cityline,1990,Multi Turboprop Engines,Pratt & Whitney Canada PW123,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Paris-Roissy-CDG, Val-d'Oise",France,Europe,48.99982815,2.510367415588558,Destroyed,23,4,0,Human factor
1993-01-08,Accident,Learjet 35,Avemex - Aviacion Ejecutiva Mexicana,1979,Multi Jet Engines,Garrett TFE731-2-2B,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Mountains,"Hermosillo-General Ignacio Pesqueira Garcia, Sonora",Mexico,Central America,23.6585116,-102.0077097,Destroyed,9,9,0,Human factor
1993-01-09,Accident,Avro 748,Bouraq Indonesia Airlines,1968,Multi Turboprop Engines,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Surabaya-Juanda, East Java",Indonesia,Asia,-7.3804481,112.7458578,Destroyed,44,16,0,Technical failure
